기관명,기관분류,의료기관분류,응급의료 권역,우편번호,시도,시군구,주소,dutyEmcls,dutyEmclsName,dutyName,dutyTel1,dutyTel3,hpid,phpid,rnum,위도,경도,dgidIdName,dutyEryn,dutyHano,dutyHayn,dutyTime1c,dutyTime1s,dutyTime2c,dutyTime2s,dutyTime3c,dutyTime3s,dutyTime4c,dutyTime4s,dutyTime5c,dutyTime5s,dutyTime6c,dutyTime6s,hpbdn,hperyn,hpgryn,hpnicuyn,hpopyn,hvec,hvgc,hvncc,hvoc,MKioskTy1,MKioskTy10,MKioskTy11,MKioskTy2,MKioskTy25,MKioskTy3,MKioskTy4,MKioskTy5,MKioskTy6,MKioskTy7,MKioskTy8,MKioskTy9,postCdn1,postCdn2,hpccuyn,hpcuyn,hvcc,hvccc,dutyInf,dutyMapimg,hpicuyn,hvicc,dutyTime7c,dutyTime7s,dutyTime8c,dutyTime8s
당진종합병원,종합병원,지역응급의료센터,충남천안,31764,충남,당진시,충청남도 당진시 반촌로 5-15 (시곡동),G006,지역응급의료센터,당진종합병원,041-357-0100,041-358-3624,A2400008,A2400008,1,36.90439755063778,126.68435813411776,"가정의학과,내과,마취통증의학과,비뇨기과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,재활의학과,정형외과,조산원,진단검사의학과",1,288,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,288,20,275,,4,15,91,,4,Y,N,Y,N,N,N,Y,N,N,Y,N,Y,317,64,,,,,,당진시외 버스터미널에서 5분거리. 당진lc에서 3분거리,13,0,,,,
대구파티마병원,종합병원,지역응급의료센터,대구,41199,대구,동구,대구광역시 동구 아양로 99 (신암동),G006,지역응급의료센터,대구파티마병원,053-1688-7770,053-940-7119,A1300009,A1300009,2,35.88393360650045,128.62383509209542,"구강내과,구강병리과,구강악안면방사선과,내과,마취통증의학과,방사선종양학과,병리과,보건(의료원)소,비뇨기과,산부인과,성형외과,소아청소년과,소아치과,신경과,신경외과,안과,영상의학과,예방치과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과교정과,치과보존과,치과보철과,치주과,피부과,핵의학과,흉부외과",1,673,1,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,665,28,608,22,13,19,186,2,6,Y,N,Y,N1,N1,N1,N1,N,N,Y,Y,Y,411,99,,,,,,,,,,,,
대동병원,종합병원,지역응급의료센터,부산,47737,부산,동래구,부산광역시 동래구 충렬대로 187 (명륜동),G006,지역응급의료센터,대동병원,051-554-1233,051-550-9391,A1200018,A1200018,1,35.204273174435535,129.08021549527504,"가정의학과,내과,마취통증의학과,병리과,보건(의료원)소,보건진료소,비뇨기과,산부인과,성형외과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,피부과",1,432,1,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,428,21,403,,6,17,38,,4,Y,N,N,N,N,N,Y,N,N,Y,N,Y,477,37,,,,,,1호선 동래역 2번출구,21,0,,,,
대아의료재단한도병원,종합병원,지역응급의료센터,경기서남,15367,경기,안산시,경기도 안산시 단원구 선부광장로 103 (선부동),G006,지역응급의료센터,대아의료재단한도병원,031-8040-1114,031-8040-1129,A2100017,A2100017,3,37.334033447174896,126.80765584591039,"내과,마취통증의학과,비뇨기과,산부인과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정형외과,조산원,진단검사의학과,치과,핵의학과,흉부외과",1,284,1,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1230,0900,377,20,314,,4,20,54,,5,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,153,67,,,,,"의료법인 대아의료재단 한도병원은 경기도 안산시 단원구 선부동(지하철 4호선 초지역, 서해선 선부역)에 위치하고 있으며, 보건복지부 인증을 획득한 병원으로 안산 최고의 종합병원 입니다.",경기도 안산에 위치하고 있으며 지하철 서해선 선부역(한도병원역) 하차 후 도보 3분 소요,16,-2,,,,
대자인병원,종합병원,지역응급의료센터,전북전주,54910,전북,전주시,"전북특별자치도 전주시 덕진구 견훤로 390 (우아동3가,(우아동3가))",G006,지역응급의료센터,대자인병원,063-240-2000,063-250-8701,A2500056,A2500056,1,35.84599245880299,127.153316348062,"가정의학과,내과,마취통증의학과,병리과,비뇨기과,산부인과,산업의학과,성형외과,소아청소년과,소아치과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,조산원,진단검사의학과,치과,치과보존과,치과보철과,치주과,피부과,한방내과,한방부인과,핵의학과,흉부외과",1,539,1,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,539,21,495,,6,12,18,,5,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,549,10,,,,,/ 소아응급센터 운영 /  양한방협진,"파상풍가능,건강검진,채용검진, 홈플러스 사거리 안골방향 좌측",20,,1730,0900,1730,0900
대진의료재단분당제생병원,종합병원,지역응급의료센터,경기동남,13590,경기,성남시,경기도 성남시 분당구 서현로180번길 20 (서현동),G006,지역응급의료센터,대진의료재단분당제생병원,031-779-0114,031-779-0119,A2100025,A2100025,2,37.387871379956906,127.12132819639598,"가정의학과,내과,마취통증의학과,방사선종양학과,병리과,보건(의료원)소,비뇨기과,산부인과,성형외과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과보존과,치과보철과,피부과,핵의학과,흉부외과",1,516,1,1630,0900,1630,0900,1630,0900,1630,0900,1630,0900,1100,0900,564,24,534,3,9,12,95,1,3,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,135,90,,,,,"혈액투석, 야간 안과진료 불가능",,,,,,,
동국대학교의과대학경주병원,종합병원,지역응급의료센터,경북포항,38067,경북,경주시,경상북도 경주시 동대로 87 (석장동),G006,지역응급의료센터,동국대학교의과대학경주병원,054-748-9300,054-770-8306,A2700003,A2700003,2,35.85839884416154,129.19669937927446,"가정의학과,결핵과,내과,마취통증의학과,방사선종양학과,병리과,비뇨기과,산부인과,성형외과,소아청소년과,신경과,신경외과,안과,영상의학과,예방의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,조산원,진단검사의학과,피부과,핵의학과,흉부외과",1,329,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,376,17,285,,5,16,20,,4,N,N,N1,Y,Y,Y,Y,N,N,Y,N,N,380,67,,,,,토요일진료함(접수11시전까지)사후피임약 처방가능,,,,,,,
동국대학교일산불교병원,종합병원,지역응급의료센터,경기서북,10326,경기,고양시,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",G006,지역응급의료센터,동국대학교일산불교병원,031-1577-7000,031-961-7777,A2100047,A2100047,3,37.67643677699999,126.8055658392,"가정의학과,내과,마취통증의학과,방사선종양학과,병리과,보건(의료원)소,비뇨기과,산부인과,성형외과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,피부과,핵의학과,흉부외과",1,651,1,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1200,0830,664,30,560,25,12,13,194,2,7,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,103,26,,,,,,,,,,,,
명주병원,종합병원,지역응급의료센터,경기동남,17050,경기,용인시,경기도 용인시 처인구 금령로39번길 8-6(김량장동),G006,지역응급의료센터,명주병원,1522-8119,1522-8119,A2119056,A2119056,4,37.235142740879226,127.2010438256969,"내과,마취통증의학과,비뇨기과,산부인과,신경과,신경외과,영상의학과,외과,응급의학과,재활의학과,정형외과,조산원,진단검사의학과,흉부외과",1,229,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,,,,,,20,224,,6,N1,N,N1,N1,N,N1,N1,N,N,N1,N1,N1,170,50,,,,,,,,14,,,,
부천세종병원,종합병원,지역응급의료센터,인천,14754,경기,부천시,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",G006,지역응급의료센터,부천세종병원,1599-6677,032-340-1119,A2100055,A2100055,3,37.4810049006,126.79116743230001,"가정의학과,구강내과,구강병리과,구강악안면방사선과,내과,마취통증의학과,병리과,비뇨기과,산부인과,소아청소년과,신경과,신경외과,영상의학과,예방치과,외과,응급의학과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과보존과,치과보철과,치주과,피부과,흉부외과",1,300,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,323,20,272,,6,12,90,,4,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,147,54,,,,,2011년 보건복지부 지정 심장전문병원,,20,2,,,,
비에이치에스한서병원,종합병원,지역응급의료센터,부산,48253,부산,수영구,부산광역시 수영구 수영로 615 (광안동),G006,지역응급의료센터,비에이치에스한서병원,051-756-0081,051-998-1119,A1200007,A1200007,1,35.1610460623,129.1128811328,"가정의학과,내과,마취통증의학과,병리과,보건진료소,비뇨기과,산부인과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,흉부외과",1,299,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,299,20,284,,4,13,72,,2,Y,N,N,N,N,N,Y,N,N,N,N,N,482,53,,,,,,2호선 광안역 2번출구,16,9,,,,
삼육서울병원,종합병원,지역응급의료센터,서울동북,2500,서울,동대문구,서울특별시 동대문구 망우로 82 (휘경동),G006,지역응급의료센터,삼육서울병원,02-2244-0191,02-2210-3566,A1100021,A1100021,2,37.587992001305395,127.0653288266823,"가정의학과,내과,마취통증의학과,병리과,비뇨기과,산부인과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,조산원,진단검사의학과,피부과,흉부외과",1,423,1,1700,0900,1700,0900,1700,0900,1700,0900,1230,0900,,,431,21,406,4,5,9,73,4,2,Y,Y,Y,N,Y,N,Y,N,N,Y,N,Y,025,00,,,,,,회기역 2번 출구,17,5,1700,0900,,
서광병원,종합병원,지역응급의료센터,광주,62007,광주,서구,광주광역시 서구 금화로59번길 6 (금호동),G006,지역응급의료센터,서광병원,062-600-8000,062-600-8119,A1500020,A1500020,4,35.132568331498724,126.85552710578938,"가정의학과,내과,마취통증의학과,비뇨기과,산부인과,신경외과,영상의학과,외과,응급의학과,정형외과,진단검사의학과",1,153,1,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1230,0830,153,21,62,,2,18,55,,1,N,N,N,N,N,N,N,N,N,Y,Y,Y,620,07,,,,,"야간 인공신장실 운영(재진만 신규 불가), 야간건강검진센터 운영(1차 검진 20:00까지)",만호초등학교 옆,7,2,,,,
서울특별시보라매병원,종합병원,지역응급의료센터,서울서남,7061,서울,동작구,서울특별시 동작구 보라매로5길 20 (신대방동),G006,지역응급의료센터,서울특별시보라매병원,02-870-2114,02-870-2119,A1100040,A1100040,1,37.4937184009319,126.92404876254014,"가정의학과,내과,마취통증의학과,방사선종양학과,병리과,비뇨기과,산부인과,성형외과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과,피부과,핵의학과,흉부외과",1,765,1,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1200,0900,763,43,705,14,14,30,323,9,3,Y,N,Y,Y,Y,Y,Y,N1,N1,Y,Y,Y,070,61,,,,,,,,,,,,
성남시의료원,종합병원,지역응급의료센터,경기동남,13290,경기,성남시,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",G006,지역응급의료센터,성남시의료원,031-738-7000,031-738-7300,A2116806,A2116806,5,37.44498428779224,127.13905704599767,"가정의학과,구강내과,구강악안면방사선과,내과,마취통증의학과,병리과,보건(의료원)소,보건진료소,비뇨기과,산부인과,소아청소년과,소아치과,신경과,신경외과,영상의학과,예방치과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과보존과,치과보철과,치주과,피부과,흉부외과",1,299,1,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,,,,,,,,28,157,,7,N,N,Y,N,N,N,N,N,N,Y,Y,N,132,90,,,,,,,,,,,,
성심의료재단강동성심병원,종합병원,지역응급의료센터,서울동남,5355,서울,강동구,서울특별시 강동구 성안로 150 (길동),G006,지역응급의료센터,성심의료재단강동성심병원,02-2224-2114,02-2224-2358,A1100028,A1100028,2,37.53598408220376,127.13526354631517,"가정의학과,내과,마취통증의학과,방사선종양학과,병리과,보건(의료원)소,비뇨기과,산부인과,성형외과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과교정과,치과보철과,피부과,흉부외과",1,619,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,614,22,569,3,12,18,215,1,10,Y,N,Y,Y,N1,Y,Y,Y,Y,Y,Y,Y,053,55,,,,,,강동역 2번 출구,,,,,,
성애의료재단성애병원,종합병원,지역응급의료센터,서울서남,7354,서울,영등포구,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",G006,지역응급의료센터,성애의료재단성애병원,02-840-7114,02-840-7115,A1100054,A1100054,4,37.51205044957338,126.92236733617031,"가정의학과,내과,마취통증의학과,병리과,보건(의료원)소,비뇨기과,산부인과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과,치과보존과,치과보철과,치주과,피부과",1,275,1,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300,0900,276,21,255,8,5,16,52,2,4,Y,N,Y,N,N,N,Y,N,N,Y,N,Y,073,54,,,,,"뇌신경센터, 소화기내시경센터, 관절센터 등을 운영하고 있으며 응급심혈관시술 가능, 응급의료센터는 24시간 전문의 직접 진료 가능.",대방역 3번 출구,12,0,,,,
세종충남대학교병원,종합병원,지역응급의료센터,대전,30099,세종,보듬7로,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",G006,지역응급의료센터,세종충남대학교병원,1800-3114,044-995-3010,A1800441,A1800441,1,36.5195133641377,127.257942661368,"가정의학과,내과,마취통증의학과,방사선종양학과,병리과,보건(의료원)소,비뇨기과,산부인과,성형외과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,피부과,핵의학과,흉부외과",1,408,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,,,,,,16,118,-1,2,N1,N,N1,N,N,N,N,N,N1,N1,N,N1,300,99,,,,,"2020년 7월 16일 개원
지역응급의료기관 지정 운영 (~2020. 9. 18.)
지역응급의료센터 신규 지정 (2020. 9. 18.~)
지역응급의료센터 재지정(2023.1.1.~2025.12.31.)
소아전문응급의료센터 지정(2023.4.7.~2025.12.31.)",도담동,,6,,,,
순천향대학교부속구미병원,종합병원,지역응급의료센터,경북구미,39371,경북,구미시,"경상북도 구미시 1공단로 179 (공단동, (공단동))",G006,지역응급의료센터,순천향대학교부속구미병원,054-468-9114,054-468-9119,A2700013,A2700013,2,36.10286857919866,128.38265476387454,"가정의학과,내과,마취통증의학과,병리과,비뇨기과,산부인과,성형외과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과보존과,피부과,흉부외과",1,312,1,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1200,0900,348,20,331,,6,13,78,,4,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,393,71,,,,,,,18,13,,,,
순천향대학교부속서울병원,종합병원,지역응급의료센터,서울서북,4401,서울,용산구,서울특별시 용산구 대사관로 59 (한남동),G006,지역응급의료센터,순천향대학교부속서울병원,02-709-9114,02-709-9117,A1100004,A1100004,1,37.53384172231443,127.00441798640304,"가정의학과,구강내과,구강병리과,구강악안면방사선과,내과,마취통증의학과,방사선종양학과,병리과,보건(의료원)소,비뇨기과,산부인과,성형외과,소아청소년과,소아치과,신경과,신경외과,안과,영상의학과,예방의학과,예방치과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,조산원,진단검사의학과,치과교정과,치과보존과,치과보철과,치주과,피부과,핵의학과,흉부외과",1,725,1,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,725,28,664,8,13,20,237,4,10,Y,Y,Y,Y,N1,Y,Y,N1,Y,Y,Y,Y,044,01,,,,,,,24,7,,,,
아산충무병원,종합병원,지역응급의료센터,충남천안,31528,충남,아산시,충청남도 아산시 문화로 381 (모종동),G006,지역응급의료센터,아산충무병원,041-536-6666,041-536-6519,A2402257,A2402257,1,36.779292504897654,127.01994885495239,"가정의학과,구강내과,구강병리과,구강악안면방사선과,내과,마취통증의학과,병리과,보건(의료원)소,비뇨기과,산부인과,성형외과,소아청소년과,소아치과,신경과,신경외과,영상의학과,예방치과,외과,응급의학과,재활의학과,정형외과,조산원,진단검사의학과,치과교정과,치과보존과,치과보철과,치주과,피부과,흉부외과",1,488,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1300,0830,248,13,390,,3,8,188,,2,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,315,28,,,,,국가유공자위탁병원,,17,6,,,,
안동성소병원,종합병원,지역응급의료센터,경북안동,36690,경북,안동시,경상북도 안동시 서동문로 99 (금곡동),G006,지역응급의료센터,안동성소병원,054-857-2321,054-850-8282,A2700004,A2700004,2,36.56712693337398,128.72245351866203,"가정의학과,내과,마취통증의학과,병리과,비뇨기과,산부인과,성형외과,소아청소년과,신경과,신경외과,안과,영상의학과,예방의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,조산원,진단검사의학과,치과,흉부외과",1,618,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,705,20,453,,6,12,68,,3,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,366,90,,,,,,,18,7,,,,
안은의료재단부평세림병원,종합병원,지역응급의료센터,인천,21364,인천,부평구,"인천광역시 부평구 부평대로 175 (청천동, 세림병원)",G006,지역응급의료센터,안은의료재단부평세림병원,032-509-5555,032-509-5777,A1400013,A1400013,3,37.50684250997099,126.71994675790395,"가정의학과,내과,마취통증의학과,병리과,비뇨기과,산부인과,소아청소년과,신경과,신경외과,영상의학과,예방의학과,예방치과,외과,응급의학과,정신건강의학과,정형외과,조산원,진단검사의학과",1,254,1,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1230,0900,270,20,258,,4,15,41,,1,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,213,64,,,,,2021.1.16.일자 응급의료기관 자진반납. 2022.4.18.부터 코로나 전담응급실 시작. 2023.1.1.로 센터로 지정,부평구청역 6번출구,12,3,,,,
여천전남병원,종합병원,지역응급의료센터,전남순천,59641,전남,여수시,전라남도 여수시 무선로 95 (선원동),G006,지역응급의료센터,여천전남병원,061-690-6900,061-690-6118,A2600014,A2600014,3,34.76918041182927,127.65404273510529,"가정의학과,내과,마취통증의학과,병리과,비뇨기과,산부인과,소아청소년과,신경외과,영상의학과,외과,응급의학과,이비인후과,정신건강의학과,정형외과,조산원,진단검사의학과,치과보존과",1,299,1,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1230,0830,280,20,285,,5,19,118,,5,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,596,41,,,,,,,14,6,,,,
연세대학교의과대학용인세브란스병원,종합병원,지역응급의료센터,경기동남,16995,경기,용인시,경기도 용인시 기흥구 동백죽전대로 363 (중동),G006,지역응급의료센터,연세대학교의과대학용인세브란스병원,1899-1004,031-5189-9001,A2100020,A2100020,5,37.270775831978774,127.14818862464037,"가정의학과,내과,마취통증의학과,방사선종양학과,병리과,보건(의료원)소,보건진료소,비뇨기과,산부인과,성형외과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과보존과,치과보철과,피부과,핵의학과,흉부외과",1,662,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1200,0900,421,29,350,10,4,11,57,4,1,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,169,95,,,,,,,19,,,,,
오산한국병원,종합병원,지역응급의료센터,경기서남,18144,경기,오산시,경기도 오산시 밀머리로1번길 16 (원동),G006,지역응급의료센터,오산한국병원,031-379-8300,031-378-5119,A2100024,A2100024,1,37.14122844920573,127.07533756274843,"가정의학과,내과,마취통증의학과,비뇨기과,산부인과,산업의학과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,조산원,진단검사의학과,치과,흉부외과",1,367,1,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,367,21,347,,5,17,36,,5,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,181,44,,,,,,,17,2,,,,
울산병원,종합병원,지역응급의료센터,울산,44686,울산,남구,울산광역시 남구 월평로171번길 13 (신정동),G006,지역응급의료센터,울산병원,052-259-5000,052-259-5119,A1700003,A1700003,3,35.54621707569275,129.32309962689618,"가정의학과,내과,마취통증의학과,비뇨기과,산부인과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과,흉부외과",1,375,1,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300,0900,297,9,287,,3,17,65,,2,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,446,86,,,,,24시간응급진료 / 투석가능,,9,9,,,,
원광대학교산본병원,종합병원,지역응급의료센터,경기서남,15865,경기,군포시,경기도 군포시 산본로 321 (산본동),G006,지역응급의료센터,원광대학교산본병원,031-390-2300,031-390-2345,A2100048,A2100048,1,37.359787179442414,126.93330716393871,"가정의학과,내과,마취통증의학과,병리과,보건(의료원)소,비뇨기과,산부인과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,침구과,한방신경정신과,한방재활의학과,흉부외과",1,227,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,236,21,225,,5,18,60,,5,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,158,65,,,,,"'건강한 가족 행복한 미래' 고객과 산본병원이 함께 합니다.
원광대학교 산본병원은 원불교(圓佛敎)제생의세(濟生醫世, 의술과 은혜로써 몸과 마음을 치유하여 생명존중의 가치를 실천한다)정신에 입각하여보건향상에 이바지 할 우수한 인력을 양성함은 물론 지역사회에 양질의 의료혜택을 제공할 목적으로 설립되었습니다.","군포시청 맞은편
4호선 산본역 3번출구 도보 3분",11,5,,,,
의료법인루가의료재단나은병원,종합병원,지역응급의료센터,인천,22819,인천,서구,"인천광역시 서구 원적로 23 (가좌동, 원적로 27번길 11(가좌동))",G006,지역응급의료센터,의료법인루가의료재단나은병원,032-584-0114,032-584-4119,A1400003,A1400003,5,37.4890534064866,126.679450677348,"가정의학과,구강내과,내과,마취통증의학과,보건(의료원)소,비뇨기과,산부인과,성형외과,소아청소년과,소아치과,신경과,신경외과,영상의학과,예방의학과,예방치과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,조산원,진단검사의학과,치과교정과,치과보존과,치과보철과,치주과,흉부외과",1,399,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,365,23,310,,7,11,62,,6,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,228,19,,,,,,"가좌고, 가좌근린공원 인근",18,9,,,,
의료법인온그룹의료재단온종합병원,종합병원,지역응급의료센터,부산,47261,부산,부산진구,"부산광역시 부산진구 가야대로 719, 767, 721, 본관 지하3~5층, 본관 6~11층 전부, 본관 12층 일부, 본관 13~14층 전부, (당감동)",G006,지역응급의료센터,의료법인온그룹의료재단온종합병원,051-607-0133,051-607-0139,A1200020,A1200020,1,35.15787735996765,129.04998435792845,"가정의학과,내과,마취통증의학과,방사선종양학과,병리과,보건(의료원)소,비뇨기과,사상체질과,산부인과,성형외과,소아청소년과,신경과,신경외과,안과,영상의학과,예방의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,조산원,진단검사의학과,치과보철과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과,흉부외과",1,700,1,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,480,30,436,,6,22,91,,7,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,472,61,,,,,,2호선 부암역 6번출구,20,10,,,,
의료법인중앙의료재단중앙병원,종합병원,지역응급의료센터,제주,63109,제주,제주시,"제주특별자치도 제주시 월랑로 91-0 (이호이동,중앙병원)",G006,지역응급의료센터,의료법인중앙의료재단중앙병원,064786-7000,064-786-7777,A2900006,A2900006,1,33.492346148279836,126.47058708143306,"내과,마취통증의학과,산부인과,소아청소년과,신경외과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정형외과,진단검사의학과,치과",1,298,1,1800,0900,1700,0900,1700,0900,1700,0900,1700,0900,1300,0900,320,20,303,,6,12,86,,2,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,631,09,,,,,,,16,8,,,,
의료법인강릉동인병원,종합병원,지역응급의료센터,강원영동,25478,강원,강릉시,강원특별자치도 강릉시 강릉대로419번길 42 (포남동),G006,지역응급의료센터,의료법인강릉동인병원,033-650-6113,033-650-6105,A2200005,A2200005,3,37.77432579461282,128.90714180258507,"가정의학과,내과,마취통증의학과,병리과,보건(의료원)소,비뇨기과,산부인과,성형외과,소아청소년과,신경과,신경외과,안과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정신건강의학과,정형외과,진단검사의학과,치과보철과,흉부외과",1,473,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,,,425,20,248,,5,19,60,,3,Y,N,Y,N,N,N,Y,N,N,N,N,N,254,78,,,,,,강릉시 포남2동 1065-2,15,1,,,,
의료법인나사렛의료재단나사렛국제병원,종합병원,지역응급의료센터,인천,21972,인천,연수구,"인천광역시 연수구 먼우금로 98 (동춘동, 나사렛국제병원)",G006,지역응급의료센터,의료법인나사렛의료재단나사렛국제병원,032-899-9999,032-899-9699,A1400011,A1400011,1,37.4079911136402,126.67046935782248,"가정의학과,내과,마취통증의학과,비뇨기과,산부인과,소아청소년과,신경과,신경외과,영상의학과,외과,응급의학과,이비인후과,재활의학과,정형외과,조산원,진단검사의학과,한방내과,한방재활의학과",1,272,1,1730,0830,1730,0830,1730,0830,1730,0830,1730,0830,1230,0830,335,20,284,,4,16,26,,3,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,219,72,,,,,,인천지하철 동춘역 4번출구 하차 500미터 이내,16,1,,,,
